Name,URL,Type,Location,Address,Cuisines,Cost_for_Two,Timings,Rating,Votes
"Deja Vu Resto Bar ",https://www.zomato.com/bangalore/deja-vu-resto-bar-bannerghatta-road,Pub,"Gopalan Innovation Mall, Bannerghatta","5th Floor, Gopalan Innovation Mall, Bannerghatta Road, Bangalore","North Indian, Italian",₹900,"12Noon to 10:30PM (Mon, Tue, Wed, Thu, Sun), 12Noon... ","4.0 ",1639 votes
"The Biere Club ",https://www.zomato.com/bangalore/the-biere-club-whitefield,"Pub,Microbrewery",153 Biere Street,"153, Biere Street, Behind Forum Value Mall, Whitefield, Bangalore","Finger Food, Salad","₹1,700","11:30AM to 11PM (Mon, Tue, Wed, Thu, Sun), 11:30AM... ","4.1 ",1899 votes
"A Hole Lotta Love Cafe ",https://www.zomato.com/bangalore/a-hole-lotta-love-cafe-koramangala-5th-block,Casual Dining,Koramangala 5th Block,"59, 1st Floor, Diagonally Opposite JNC, Industrial Layout, Koramangala 5th Block, Bangalore","American, Burger",₹600,"Closed (Mon),10AM to 10PM (Tue-Fri),9AM to 6PM... ","4.0 ",2198 votes
"Kapoor's Cafe ",https://www.zomato.com/bangalore/kapoors-cafe-whitefield,Casual Dining,Whitefield,"Near Thubarahalli Bus Stop, Inside Gurukul Compound, Thubarahalli, Whitefield, Bangalore",North Indian,₹800,"10AM to 3PM, 7PM to 11PM (Mon-Fri),10AM to 4PM, 7PM... ","4.0 ",2525 votes
"The Brew and Barbeque ",https://www.zomato.com/bangalore/the-brew-and-barbeque-marathahalli,"Microbrewery,Pub","Soul Space Arena Mall, Marathahalli","36/4, Fourth Floor, Soul Space Arena, Outer Ring Road, Doddanekkundi Village, Marathahalli, Bangalore","Continental, North Indian, BBQ, Steak","₹1,600","12Noon to 11:30PM (Mon),12Noon to 12Midnight (Tue-Sun) ","4.2 ",1378 votes
"Bartin's Restobar ",https://www.zomato.com/bangalore/bartins-restobar-indiranagar,"Casual Dining,Bar",Indiranagar,"Milestone 1211, 100 Feet Road Indiranagar, HAL 2nd Stage, Indiranagar, Bangalore","Continental, Indian, Asian","₹1,300","12Noon to 12Midnight (Mon, Tue, Thu), 12Noon to 1AM... ","4.0 ",659 votes
"Empire Restaurant ",https://www.zomato.com/bangalore/empire-restaurant-koramangala-5th-block,Casual Dining,Koramangala 5th Block,"103, Industrial Area, 5th Block, Near Jyothi Nivas College","Biryani, Kerala, Mughlai, Arabian, North Indian, Juices",₹750,"12Noon to 1AM (Mon-Sun) ","4.0 ",4185 votes
"Easy Tiger ",https://www.zomato.com/bangalore/easy-tiger-church-street,Bar,Church Street,"1/A, Church Street, Bangalore",Finger Food,"₹1,100","12Noon to 1AM (Mon-Sun) ","4.3 ",1317 votes
"Leon Grill ",https://www.zomato.com/bangalore/leon-grill-jeevan-bhima-nagar,Casual Dining,Jeevan Bhima Nagar,"1671, 9th Main, 4th Cross, HAL 3rd Stage, Jeevan Bhima Nagar, Bangalore","Turkish, Arabian, Fast Food, Healthy Food, Salad",₹600,"12:30PM to 11PM (Mon-Sun) ","4.1 ",987 votes
"Go Native ",https://www.zomato.com/bangalore/go-native-jayanagar,Casual Dining,Jayanagar,"64, 10th Main Road, 5th Block, Jayanagar, Bangalore",South Indian,₹600,"12Noon to 9:30PM (Mon-Fri),8AM to 10AM, 12Noon to... ","4.2 ",505 votes
"Kritunga Restaurant ",https://www.zomato.com/bangalore/kritunga-restaurant-marathahalli,Casual Dining,Marathahalli,"Opposite To More Mega Store, Outer Ring Road, Marathahalli, Bangalore","Andhra, Biryani",₹600,"12Noon to 4PM, 7PM to 11PM (Mon-Sun) ","3.2 ",955 votes
"Foxtrot Gastropub ",https://www.zomato.com/bangalore/foxtrot-gastropub-marathahalli,"Pub,Casual Dining",Marathahalli,"89/1, Monnekollal Village, Varthur Hobli, Outer Ring Road, Marathahalli, Bangalore","North Indian, Chinese, Continental",₹900,"12Noon to 11PM (Mon-Tue),12Noon to 1AM (Wed-Sun) ","NEW ",
"Sattvam ",https://www.zomato.com/bangalore/sattvam-sadashiv-nagar,Casual Dining,Sadashiv Nagar,"35, 4 & 5 th Floor, J.M Plaza, Opposite Shell Petrol Bunk, Sadashiv Nagar, Bangalore","North Indian, South Indian","₹1,500","12Noon to 3PM, 7PM to 11PM (Mon-Sun) ","4.2 ",1679 votes
"Bakasur ",https://www.zomato.com/bangalore/bakasur-koramangala-6th-block,Casual Dining,Koramangala 6th Block,"23, Indraprastha Equinox, 4th Floor, Near Sony Signal, 100 Feet Inner Ring Road, Koramangala 6th Block, Bangalore",North Indian,"₹1,200","12Noon to 3:30PM, 7PM to 11:30PM (Mon-Sun) ","3.8 ",953 votes
"Sherlock's Pub ",https://www.zomato.com/bangalore/sherlocks-pub-mg-road,"Pub,Casual Dining",MG Road,"Opposite Metro Station, MG Road, Bangalore","Continental, North Indian, Chinese","₹1,500","11:30AM to 1AM (Mon-Sun) ","4.2 ",684 votes
"Mamagoto ",https://www.zomato.com/bangalore/mamagoto-indiranagar,Casual Dining,Indiranagar,"949, 12th Main, Ground Floor, Off 100 Feet Road, Indiranagar, Bangalore","Asian, Thai, Chinese, BBQ","₹1,600","12Noon to 11:30PM (Mon, Tue, Wed, Thu, Sun), 12Noon... ","4.3 ",2172 votes
"Broadway - The Gourmet Theatre ",https://www.zomato.com/bangalore/broadway-the-gourmet-theatre-hsr,Casual Dining,HSR,"2802, 27th Main Road, Sector 1, HSR, Bangalore","Japanese, North Indian, Italian, Korean, Mexican, Thai","₹1,800","12Noon to 11PM (Mon-Thu),12Noon to 12Midnight (Fri-Sun) ","4.2 ",697 votes
"Brewklyn Microbrewery ",https://www.zomato.com/bangalore/brewklyn-microbrewery-1-kalyan-nagar,"Microbrewery,Casual Dining",Kalyan Nagar,"30, B.R.Plaza, 4th Floor, 4th Cross, CMR Road, HRBR Layout, Kalyan Nagar, Bangalore","American, South Indian, Thai, Pizza, Italian","₹1,400","12:30PM to 11:30PM (Mon, Tue, Wed, Thu, Sun)... ","4.4 ",1326 votes
"The Open Box ",https://www.zomato.com/bangalore/the-open-box-st-marks-road,"Casual Dining,Bar",St. Marks Road,"4th Floor, Building 9, Halcyon Complex, St. Marks Road, Bangalore","European, North Indian, Mediterranean, Asian, Salad","₹1,400","12Noon to 12Midnight (Mon-Sun) ","4.0 ",1629 votes
"Attic Lounge ",https://www.zomato.com/bangalore/attic-lounge-koramangala-4th-block,Café,Koramangala 4th Block,"612, Basil Montana, 4th Floor, Above YES Bank, 80 Feet Road, Koramangala 4th Block, Bangalore",Cafe,₹700,"11AM to 10:30PM (Mon-Sun) ","4.1 ",648 votes
"MISU ",https://www.zomato.com/bangalore/misu-st-marks-road,"Casual Dining,Bar",St. Marks Road,"4th Floor, Building 9, Halcyon Complex, St. Marks Road, Bangalore",Asian,"₹1,400","12:30PM to 3:30PM, 7:30PM to 12Midnight (Mon, Tue... ","4.4 ",426 votes
"Paradise ",https://www.zomato.com/bangalore/paradise-indiranagar,Casual Dining,Indiranagar,"484, Signature Square, CMH Road, Indiranagar, Bangalore","Biryani, North Indian",₹800,"11:30AM to 11PM (Mon-Sun) ","3.7 ",2249 votes
"Bricklane ",https://www.zomato.com/bangalore/bricklane-indiranagar,Casual Dining,"Escape Hotel & Spa, Indiranagar","Escape Hotel & Spa, 770, HAL 2nd Stage, 100 Feet Road, Indiranagar, Bangalore","Italian, Mediterranean, Pizza, North Indian","₹1,500","7AM to 3:30PM, 7PM to 11PM (Mon, Tue, Wed, Thu... ","4.1 ",1255 votes
"Mavalli Tiffin Room (MTR) ",https://www.zomato.com/bangalore/mavalli-tiffin-room-mtr-basavanagudi,Quick Bites,Basavanagudi,"14, Lalbagh Road, Mavalli, Basavanagudi, Bangalore",South Indian,₹250,"Closed (Mon),6:30AM to 11AM, 12:30PM to 9PM (Tue-Sun) ","4.4 ",2471 votes
"Once Upon a Rooftop ",https://www.zomato.com/bangalore/once-upon-a-rooftop-jayanagar,"Casual Dining,Bar",Jayanagar,"278/A, 9th Main Road, 4th Block, Jayanagar, Bangalore","Pizza, Italian, Chinese, Thai","₹1,000","12Noon to 11PM (Mon, Tue, Wed, Thu, Sun), 12Noon to... ","4.1 ",725 votes
"Chulha Chauki Da Dhaba ",https://www.zomato.com/bangalore/chulha-chauki-da-dhaba-brookefield,Casual Dining,Brookefield,"601, 3rd Floor, C Block, AECS Layout, Brookefield, Bangalore",North Indian,₹800,"12Noon to 3:30PM, 7PM to 10:30PM (Mon-Sun) ","3.9 ",1732 votes
"Salt - Indian Restaurant - Bar & Grill ",https://www.zomato.com/bangalore/salt-indian-restaurant-bar-grill-whitefield,Casual Dining,"VR Bengaluru, Whitefield","3rd Floor, VR Mall, Whitefield, Bangalore","North Indian, BBQ","₹1,500","12Noon to 3:30PM, 6PM to 11PM (Mon),12Noon to 11PM... ","4.3 ",1334 votes
"Phobidden Fruit ",https://www.zomato.com/bangalore/phobidden-fruit-indiranagar,Casual Dining,Indiranagar,"965, 12th Main, HAL 2nd Stage, Off 100 Feet Road, Indiranagar, Bangalore","Vietnamese, Salad","₹1,100","12Noon to 3:30PM, 7PM to 11PM (Mon-Sun) ","4.3 ",2543 votes
"Green Theory ",https://www.zomato.com/bangalore/green-theory-residency-road,"Casual Dining,Café",Residency Road,"15, Convent Road, Off Residency Road, Residency Road, Bangalore","Italian, Salad, Healthy Food, Cafe, Asian, Desserts, Pizza",₹800,"11AM to 11PM (Mon-Sun) ","4.1 ",2274 votes
"Rural Blues ",https://www.zomato.com/bangalore/rural-blues-sarjapur-road,"Casual Dining,Bar",Sarjapur Road,"112, Kodathi Gate, Varthur Hobli, Sarjapur Road, Bangalore","European, Mediterranean, Asian, North Indian, South Indian","₹1,300","12Noon to 11PM (Mon-Thu),12Noon to 1AM... ","4.0 ",750 votes
"Little Italy ",https://www.zomato.com/bangalore/little-italy-indiranagar,Casual Dining,Indiranagar,"2017, Near Reebok Showroom, HAL 2nd Stage, 100 Feet Road, Indiranagar, Bangalore","Italian, Salad, Healthy Food, Juices","₹1,400","12Noon to 3:30PM, 6:30PM to 11PM (Mon-Sun) ","4.1 ",3001 votes
"Dr. Sheesha ",https://www.zomato.com/bangalore/dr-sheesha-jp-nagar,Café,JP Nagar,"N17, 24th Main Road, 6th Phase, JP Nagar, Bangalore","Cafe, Chinese, Continental, Italian",₹700,"11AM to 1AM (Mon-Sun) ","4.0 ",951 votes
"Gramin ",https://www.zomato.com/bangalore/gramin-koramangala-7th-block,Casual Dining,Koramangala 7th Block,"20, Ground Floor, Raheja Arcade, Koramangala, Koramangala 7th Block, Bangalore",North Indian,₹400,"12Noon to 11PM (Mon-Sun) ","4.0 ",2851 votes
"Tandoori Taal ",https://www.zomato.com/bangalore/tandoori-taal-indiranagar,Casual Dining,Indiranagar,"3169-B, 12th Main, HAL 2nd Stage, Double Road, Indiranagar, Bangalore",North Indian,₹900,"12:30PM to 3:30PM, 7PM to 11PM (Mon-Sun) ","4.0 ",1537 votes
"Tippler - On The Roof ",https://www.zomato.com/bangalore/tippler-on-the-roof-indiranagar,Pub,Indiranagar,"276, Above Girias Showroom, 100 Feet Road, HAL 2nd Stage, Indiranagar, Bangalore","Russian, Continental, North Indian","₹1,300","12Noon to 12:30AM (Mon-Sun) ","3.8 ",2214 votes
"Lazy Suzy ",https://www.zomato.com/bangalore/lazy-suzy-indiranagar,"Café,Bakery",Indiranagar,"36, 80 Feet Road, Indiranagar, Bangalore","Cafe, Continental, Beverages, Burger, Desserts, Pizza, Bakery, European","₹1,000","Closed (Mon),11AM to 10:30PM (Tue-Fri),11AM to... ","4.1 ",705 votes
"Loveshack ",https://www.zomato.com/bangalore/loveshack-domlur,"Lounge,Café",Domlur,"280, Amarjyothi Layout, Opposite DELL, Inner Ring Road, Domlur, Bangalore","Seafood, Pizza, Continental, Goan","₹1,600","12Noon to 11:30PM (Mon, Tue, Thu, Sun), 12Noon to... ","3.6 ",1395 votes
"B-hive ",https://www.zomato.com/bangalore/b-hive-koramangala-1st-block,Pub,Koramangala 1st Block,"43/A, 1st Main, Near Wipro Park, Jakkasandra Road, Koramangala 1st Block, Bangalore","Finger Food, North Indian","₹1,200","12Noon to 11:30PM (Mon-Thu),12Noon to 1AM... ","4.1 ",811 votes
"Chavadi ",https://www.zomato.com/bangalore/chavadi-bannerghatta-road,"Casual Dining,Bar",Bannerghatta Road,"4, Arama Suites, Sarvabhouma Nagar, Off Bannerghatta Road, Bannerghatta Road, Bangalore",Continental,"₹1,200","12Noon to 11PM (Mon-Sun) ","4.3 ",1653 votes
"alt ",https://www.zomato.com/bangalore/alt-whitefield,"Bar,Lounge","Waverly, Whitefield","Sky Deck, VR Bengaluru, Whitefield Main Road, Whitefield, Bangalore",Finger Food,"₹1,900","5PM to 11:30PM (Mon, Tue, Wed, Thu, Sun), 5PM to 1AM... ","3.8 ",465 votes
"Lady Baga ",https://www.zomato.com/bangalore/lady-baga-lavelle-road,Lounge,Lavelle Road,"25/4, First & Second Floor, Opposite Harley Davidson Showroom, Lavelle Road, Bangalore","Goan, Seafood, Continental","₹1,400","12Noon to 12Midnight (Mon, Tue, Wed, Thu, Sun)... ","4.2 ",195 votes
"JW Kitchen - JW Marriott Bengaluru ",https://www.zomato.com/bangalore/jw-kitchen-jw-marriott-bengaluru-lavelle-road,Fine Dining,"JW Marriott Bengaluru, Lavelle Road","JW Marriott, 24/1, Vittal Mallya Road, Lavelle Road, Bangalore","North Indian, Continental, Italian","₹2,200","24 Hours (Mon-Sun) ","4.3 ",1518 votes
"Vidyarthi Bhavan ",https://www.zomato.com/bangalore/vidyarthi-bhavan-basavanagudi,Quick Bites,Basavanagudi,"32, Gandhi Bazaar, Near Gandhi Bazaar Circle, Basavanagudi, Bangalore",South Indian,₹150,"6:30AM to 11:30AM, 2PM to 8PM (Mon-Thu),Closed... ","4.1 ",3424 votes
"Pablo's Gastrobar ",https://www.zomato.com/bangalore/pablos-gastrobar-whitefield,Bar,Whitefield,"2, Graphite India Road, Doddanekundi Industrial Area, Whitefield, Bangalore","Finger Food, American, Asian, Italian","₹1,450","11AM to 1AM (Mon-Sun) ","4.0 ",613 votes
"CloudNYN - Sterling Mac Hotel ",https://www.zomato.com/bangalore/cloudnyn-sterling-mac-hotel-airport-road,Bar,Sterlings Mac Hotel,"Sterling Mac Hotel, 134, HAL Old Airport Road, Old Airport Road, Bangalore",Finger Food,"₹1,000","Closed (Mon-Tue),7PM to 1AM (Wed-Sun) ","3.9 ",130 votes
"Soho St. ",https://www.zomato.com/bangalore/soho-st-btm,"Casual Dining,Bar",BTM,"Ground Floor, Sona Towers, Next to Christ College, Hosur Main Road, BTM, Bangalore","North Indian, Chinese, Italian, Thai, Continental, Salad","₹1,300","12Noon to 3:45PM, 6:30PM to 11:30PM (Mon, Tue, Sun)... ","3.8 ",2347 votes
"Gufha - The President Hotel ",https://www.zomato.com/bangalore/gufha-the-president-hotel-jayanagar,Casual Dining,"The President Hotel, Jayanagar","The President Hotel, 79/8, Diagonal Road, 3rd Block, Jayanagar, Bangalore","North Indian, Afghani, Mughlai","₹1,200","12:30PM to 3:30PM, 3:45PM to 6:59PM, 7PM to 11PM... ","3.8 ",1601 votes
"Rajdhani Thali Restaurant ",https://www.zomato.com/bangalore/rajdhani-thali-restaurant-indiranagar,Casual Dining,Indiranagar,"1st Floor, Salarpuria Landmark, HAL 2nd Stage, 100 Feet Road, Indiranagar, Bangalore",North Indian,₹900,"12Noon to 3:30PM, 7PM to 11PM (Mon-Fri),12Noon to... ","3.6 ",889 votes
"The White Room - Coffee & Kitchen ",https://www.zomato.com/bangalore/the-white-room-coffee-kitchen-church-street,Café,Church Street,"33, High Gates Hotel, Church Street, Bangalore","Cafe, Continental, American, Desserts","₹1,000","9AM to 11PM (Mon-Sat),8AM to 11PM (Sun) ","4.0 ",1074 votes
"The Irish House ",https://www.zomato.com/bangalore/the-irish-house-whitefield,"Casual Dining,Pub","VR Bengaluru, Whitefield","TF-01A, Level 3, VR Mall, Mahadevpura, Whitefield, Bangalore","European, American","₹1,700","12Noon to 1AM (Mon-Sun) ","4.2 ",1346 votes
"1522 - The Pub ",https://www.zomato.com/bangalore/1522-the-pub-new-bel-road,Pub,New BEL Road,"23, 3rd Floor, Devaraja Arcade, Beside ICICI Bank, ITI Layout, MSR Nagar, New BEL Road, Bangalore","Chinese, Continental, North Indian","₹1,400","11AM to 12:30AM (Mon-Sun) ","3.9 ",475 votes
"Bundar ",https://www.zomato.com/bangalore/bundar-koramangala-6th-block,Café,Koramangala 6th Block,"111, Ground Floor, Asha Mansion, 6th Cross, Club Road, Koramangala 6th Block, Bangalore","Cafe, Burger, Fast Food",₹700,"12:30PM to 12:30AM (Mon-Fri),11AM to 12:30AM (Sat-Sun) ","4.3 ",1739 votes
"Myu Bar at Gilly's Redefined ",https://www.zomato.com/bangalore/myu-bar-at-gillys-redefined-koramangala-4th-block,Bar,"Gilly's Redefined, Koramangala 4th Block","413, 100 Feet Road, 4th Block, Next E-Zone Koramangla, Koramangala 4th Block, Bangalore","American, North Indian, Finger Food","₹1,200","12Noon to 1AM (Mon-Sun) ","4.2 ",370 votes
"Ruh ",https://www.zomato.com/bangalore/ruh-bellandur,Casual Dining,Bellandur,"4th Floor, Ganapa Tower, Sarjapur Outer Ring Road, Near Bangalore Central, Bellandur, Bangalore","North Indian, Mughlai, Mediterranean, Iranian","₹1,000","12Noon to 1AM (Mon-Sun) ","3.8 ",2416 votes
"Shri Sagar (CTR) ",https://www.zomato.com/bangalore/shri-sagar-ctr-malleshwaram,Quick Bites,Malleshwaram,"7th Cross, Margosa Road, Malleshwaram, Bangalore",South Indian,₹200,"7:30AM to 12:30PM, 4PM to 9PM (Mon-Sun) ","4.7 ",3044 votes
"Brew Meister ",https://www.zomato.com/bangalore/brew-meister-jayanagar,"Casual Dining,Bar",Jayanagar,"523, 33rd Cross, Jayanagar, Bangalore","North Indian, Continental, Finger Food, American","₹1,300","11AM to 1AM (Mon-Sun) ","3.9 ",346 votes
"Village - The Soul of India ",https://www.zomato.com/bangalore/village-the-soul-of-india-jp-nagar,Casual Dining,"Bangalore Central, JP Nagar","6th Floor, Bangalore Central Mall, JP Nagar, Bangalore","Rajasthani, Gujarati, North Indian, South Indian","₹1,000","12:30PM to 3:30PM, 7:30PM to 11PM (Mon-Sun) ","3.6 ",2225 votes
"Lavonne ",https://www.zomato.com/bangalore/lavonne-indiranagar,"Café,Dessert Parlor",Indiranagar,"#263, Domlur 2nd Stage, Indiranagar, Bangalore","Cafe, Desserts",₹800,"8AM to 11PM (Mon-Sun) ","4.3 ",529 votes
"Taco Bell ",https://www.zomato.com/bangalore/taco-bell-koramangala-6th-block,Quick Bites,Koramangala 6th Block,"2/3, 80 Feet Road, Sony World Signal, Opposite Sapphirez, Koramangala 6th Block, Bangalore","Mexican, American, Fast Food",₹600,"11AM to 11PM (Mon-Sun) ","3.7 ",1744 votes
"YORK St. ",https://www.zomato.com/bangalore/york-st-koramangala-5th-block,Café,Koramangala 5th Block,"122B, 1st A Cross Road, KHB colony, Koramangala 5th Block, Bangalore","Cafe, European, Continental",₹900,"11:30AM to 12Midnight (Mon-Sun) ","4.3 ",745 votes
"Tall Blonde French ",https://www.zomato.com/bangalore/tall-blonde-french-koramangala-5th-block,Quick Bites,Koramangala 5th Block,"50/1, Opposite Jyothi Nivas College, Koramangala 5th Block, Bangalore",Fast Food,₹450,"12Noon to 11PM (Mon-Sun) ","4.3 ",378 votes
"Safe House ",https://www.zomato.com/bangalore/safe-house-hsr,"Casual Dining,Bar",HSR,"145, Ground Floor, Below Swathi Spice n Ice, Close To HSR BDA Junction, Sector 5, HSR, Bangalore","Chinese, Continental, Indian, Finger Food, North Indian, South Indian",₹900,"11:30AM to 1AM (Mon-Sun) ","3.9 ",646 votes
"Nando's ",https://www.zomato.com/bangalore/nandos-indiranagar,Casual Dining,Indiranagar,"1088, 12th Main, HAL 2nd Stage, Off 100 Feet Road, Indiranagar, Bangalore","Portuguese, African","₹1,200","12Noon to 11PM (Mon-Thu),12Noon to 1AM (Fri-Sun) ","4.1 ",724 votes
"Om Made Cafe ",https://www.zomato.com/bangalore/om-made-cafe-koramangala-5th-block,Café,Koramangala 5th Block,"136, Rooftop, Above Gold's Gym, 1st Cross, Koramangala 5th Block, Bangalore","Cafe, Continental, European, Juices","₹1,300","12Noon to 11PM (Mon-Sun) ","3.8 ",2439 votes
"Dice N Dine ",https://www.zomato.com/bangalore/dice-n-dine-koramangala-5th-block,"Casual Dining,Café",Koramangala 5th Block,"71/72, The Elite, 5th Block, Jyoti Nivas College Road, Koramangala 5th Block, Bangalore","Continental, Cafe, Italian, Fast Food, Steak",₹800,"11AM to 11:30PM (Mon),10AM to 11:30PM (Tue-Sun) ","4.0 ",1431 votes
"Mainland China ",https://www.zomato.com/bangalore/mainland-china-indiranagar,Casual Dining,Indiranagar,"4032, 100 ft Road, HAL II stage Next to Domlur Bridge, Indiranagar, Bangalore",Chinese,"₹1,700","12:30PM to 3:30PM, 7PM to 11PM (Mon-Sun) ","3.8 ",1161 votes
"Bottle Breacher ",https://www.zomato.com/bangalore/bottle-breacher-jp-nagar,"Casual Dining,Pub",JP Nagar,"309, 15th Cross, 100 feet road, 5th Phase, JP Nagar, Bangalore","Italian, Continental","₹1,100","12Noon to 12Midnight (Mon-Sun) ","3.9 ",638 votes
"Barebones - The Balcony Bar ",https://www.zomato.com/Barebones,"Bar,Casual Dining",Indiranagar,"303, 100 Feet Road, Indiranagar, Bangalore","Chinese, Continental, Finger Food, Italian","₹1,500","11:30AM to 1AM (Mon-Sun) ","4.4 ",1607 votes
"Churchill's ",https://www.zomato.com/bangalore/churchills-jp-nagar,"Casual Dining,Pub",JP Nagar,"37/953, 2nd Floor, 24th Main, Above HDFC Bank, 2nd Phase, JP Nagar, Bangalore","North Indian, Continental","₹1,100","12Noon to 1AM (Mon-Sun) ","4.1 ",930 votes
"Portland Steakhouse & Cafe ",https://www.zomato.com/bangalore/portland-steakhouse-cafe-mg-road,Casual Dining,MG Road,"1, Brunton Road, 1st Cross, Ashok Nagar, MG Road, Bangalore","Steak, Italian, Continental, American, Burger, BBQ, Salad","₹1,500","11:30AM to 11PM (Mon-Sun) ","4.2 ",1788 votes
